,Word,Uncertainty,Litigious,Positive,Negative
3654,weaken,0,0,0,1
3655,weakened,0,0,0,1
3656,weakening,0,0,0,1
3657,weakens,0,0,0,0
3658,weaker,0,0,0,1
3659,weakest,0,0,0,0
3660,weakly,0,0,0,0
3661,weakness,0,0,0,1
3662,weaknesses,0,0,0,1
3663,whatever,0,0,0,0
3664,whatsoever,0,0,0,0
3665,whensoever,0,0,0,0
3666,whereabouts,0,0,0,0
3667,whereas,0,0,0,0
3668,whereat,0,0,0,0
3669,whereby,0,1,0,0
3670,wherefore,0,0,0,0
3671,wherein,0,1,0,0
3672,whereof,0,0,0,0
3673,whereon,0,0,0,0
3674,whereto,0,0,0,0
3675,whereunder,0,1,0,0
3676,whereupon,0,1,0,0
3677,wherewith,0,0,0,0
3678,whistleblowers,0,0,0,0
3679,whomever,0,0,0,0
3680,whomsoever,0,0,0,0
3681,whosoever,0,0,0,0
3682,wilful,0,0,0,0
3683,willful,0,0,0,0
3684,willfully,0,0,0,1
3685,willfulness,0,0,0,0
3686,win,0,0,1,0
3687,winner,0,0,1,0
3688,winners,0,0,1,0
3689,winning,0,0,1,0
3690,witness,0,1,0,0
3691,witnesses,0,1,0,0
3692,worries,0,0,0,1
3693,worry,0,0,0,1
3694,worrying,0,0,0,0
3695,worse,0,0,0,1
3696,worsen,0,0,0,1
3697,worsened,0,0,0,1
3698,worsening,0,0,0,1
3699,worsens,0,0,0,1
3700,worst,0,0,0,0
3701,worthless,0,0,0,1
3702,worthy,0,0,1,0
3703,writ,0,0,0,0
3704,writedown,0,0,0,1
3705,writedowns,0,0,0,1
3706,writeoff,0,0,0,0
3707,writeoffs,0,0,0,1
3708,writs,0,1,0,0
3709,wrong,0,0,0,1
3710,wrongdoing,0,0,0,0
3711,wrongdoings,0,0,0,0
3712,wrongful,0,0,0,1
3713,wrongfully,0,0,0,0
3714,wrongly,0,0,0,1
